Session Id,Clicked
7fca68a2-3e1c-4457-bbb5-51452d10dac0,0.41
b152d1e7-ded1-4cd3-bf98-86aadeec3d0a,0.31
6eecc378-fdc6-497f-8fe7-c1dfa254ef9b,0.32
687f9419-f7dd-4fff-b45e-1f075915b500,0.42
0b223efd-9d00-4f25-86e4-6810216f7ea0,0.52
e3c7c713-e7dd-47f0-9a95-7fac7c3c8b10,0.18
3172578b-d048-4d56-86ca-a81640fd9a2d,0.31
ab043580-f600-4b80-9bce-10f158ef99d5,0.35
eee0c819-1603-4443-a1d2-5e8dc5bba497,0.34
f11e7c3a-c68a-4b57-a8e5-6ba6f1e34c95,0.21
e252927d-0626-4d8d-9c73-438dbcd7fc8f,0.26
4166384c-e777-4652-98e9-54ed87fa842b,0.4
f6e530b5-c924-494a-9b64-5994f3a2c390,0.53
af63d631-3716-4eb3-a49e-b1d54edddd09,0.15
8ed8284e-1d12-4371-b313-a03faf1d9f5e,0.17
7acf59a6-9392-446d-94ad-77938d0d9027,0.14
51df14e2-28d4-440b-af35-d5608202707b,0.33
ef3be052-9725-4fb8-a1dc-ad9bf4df943c,0.45
fa32490f-6576-4b9a-b6cc-4c2336b88ad9,0.23
a0a83f25-971a-45dd-aac8-08cdaa886bfa,0.25
ed01c65e-a339-43f1-984f-6d1e057f6293,0.22
6161d7fa-77e5-4161-8f97-d3f0d4b4903e,0.22
e0088fe2-c4cd-42e3-8212-013ef9bf8f8b,0.2
18ef48d0-038c-43bc-a03c-b8ebbe376d58,0.43
f083f408-d00d-4703-bef6-00318c0bf85a,0.48
8923368c-f41e-4540-8639-13c722694fd2,0.5
fed11746-1007-458c-b88b-5bb42e526cff,0.33
87054bac-1cf8-4ed0-a448-08e38e1ce77a,0.36
df069249-91be-4fef-b494-6829120afd13,0.29
a5b23ddd-85d3-4eb7-bebb-3dea43d835d5,0.29
92dd14a3-46b4-4322-95df-a7e73dfe4c3b,0.32
dea8c4a4-e5a4-4bf6-a0ab-b3089324e154,0.23
21dd120b-0d5b-4440-804f-f25f72a6515f,0.2
7f849f72-3e5f-4f98-a4f2-2620465445ae,0.25
c08e8e1f-ff8e-4186-a96c-7d017b42bbfc,0.5
53e26ce7-50b6-4078-ae88-897e9f081bb5,0.42
4e34a74e-f66d-43b6-8476-7ac5779a8c08,0.19
0908e722-6d7f-4eba-9006-cec2e6ac9062,0.61
393f94d5-4632-41fc-900f-e52373681115,0.21
27b29e92-ec28-4337-8bf1-de302819246d,0.37
bc1b3344-8cf4-43fb-9048-e45f7149078e,0.42
b9334e6d-ffc4-4053-bcc7-dfd05a525d7f,0.31
6b754591-f536-4919-83de-077224403bc5,0.16
66132ff4-3dc6-4cc1-a28c-fd8bbf8fce6d,0.21
2ce07c74-2790-4687-8c47-fadea6cc1460,0.38
c1c6256d-081b-4dc4-80a3-891cf55e5401,0.31
75c2ce18-8ca8-486f-9074-dbb496d8ae9f,0.25
532c7d69-a3ed-4a83-a20f-097f2a78b4b1,0.43
26cef3a4-4eb1-45e6-9c15-38b09c72b3be,0.33
7d6d99d8-3b4e-49e0-8ce7-f183e8b1f231,0.25
59989414-cbf0-4671-8243-9c7960ab8cdf,0.25
caa586d3-8c0c-4961-8ada-06b78831928e,0.52
4fe28157-76e5-4bc2-962d-bc6751fbbee9,0.45
57ab170e-69a3-4c0f-83ca-3d1dc4da3316,0.14
6652313e-d062-43ff-8b54-ac85d083175b,0.34
81975c4f-2b65-45c7-bef7-b67bd4b7496e,0.35
201b489d-2357-42e9-b792-614c398d0ba1,0.31
ec0a4190-696b-4255-99f8-ddafec846034,0.43
2861371d-9e84-45b1-99c0-d6b65825bee6,0.26
3c27c182-142b-44a2-b72d-72454a81387a,0.48
d696b70e-9864-4125-afe8-1bb44922aa73,0.48
79b33327-796e-4aab-8a51-6ab9fa248568,0.44
755d85e0-1369-44c0-a934-15c15c73c944,0.33
ff150f4a-69ed-47e2-8967-c648aae15b36,0.19
d4ad4ed5-8f2a-46c6-84bd-389b9e8ac04b,0.36
fc15e145-a6f5-4e5f-9997-7b556715e975,0.33
d2b36adf-3914-4bca-8d34-09f9b4b34d7e,0.29
6ca8617c-5454-4a79-8e75-3d85094edc59,0.4
9e2d52ad-9f0d-4f2f-9b04-e019cf3438cb,0.52
9d6ba44b-a515-4c2a-8f63-70ec4efea0ec,0.21
4a158105-fb40-4f87-b88e-7b8964b705ac,0.39
24d5ac00-1f15-4f27-9d06-acb1f51a0f81,0.27
30cc1b15-7d00-40b0-802c-c97a8c1d4566,0.28
d33765ae-f58e-4a4d-b376-337f0ba4df6f,0.31
ec3efc48-b818-4e25-a02c-6852ccaeb4e1,0.49
27b8be88-4445-4da3-a258-3a2adeb33163,0.3
93758ac5-ebab-49a9-82dc-5b090375e6a0,0.65
038e8e0f-2a8d-49b6-894a-c61b7b2710fc,0.49
756e4b04-1642-4ba9-a38e-abf11dc1638f,0.22
ab0bb6e1-e103-40b5-b007-c9abf1ac24c6,0.3
e7a30bfa-ee8d-4f4a-a426-f706df85f15c,0.21
69b888de-d1f4-4b41-8635-dc19e7e1ee7b,0.37
34a58293-ab98-4cb2-b822-7173c2668d6f,0.41
d88c0832-0548-45c6-8b2f-0d5ffb2e1581,0.27
5a9dd115-2c3c-4985-b7aa-cc465e2c2824,0.21
976ac301-bbb7-423d-b745-190e96cd4541,0.19
7374ad0b-b7a6-4826-8f87-3e5a8f30a4da,0.31
b4235abf-c813-4d9c-a232-b11df527014a,0.16
30ad42ad-9f1a-44c1-b12e-e7a9226038ed,0.34
bfaf1e1f-26d0-4430-8d1c-0130611820d3,0.31
0973558e-025c-4869-ac2a-3b67f0919b99,0.37
3220b177-8140-4e35-b9c0-b0b5cc23ffb5,0.39
c73c51a4-03e1-489a-bf3c-d8f733ec0f4a,0.21
b47bff36-9f8e-427f-8f0e-3b1809fd43a1,0.34
3faa1db3-f48d-4b5e-a857-6c4aa5c99c6a,0.21
ad31ebd2-1097-42c3-9e56-b65cbd51fb15,0.18
27ec2c80-0298-4070-9ba2-ecaaac4d5c1a,0.21
d61465bf-7156-4203-bdf1-1945c5c8b97d,0.41
0ae2e08f-c134-4039-bdb6-2e06b1adf7f2,0.51
df9bd997-4c64-4891-be50-43e5ea62cae8,0.4
74abe53a-b0ef-46d8-bfeb-fc7148a334f4,0.27
da152164-be1b-4a20-8976-7e0f45580962,0.22
bdddbb5c-6b29-4e81-8c56-dcde54d55c34,0.24
c484bd0b-b9a3-45e3-8093-5eacb7b3cd0f,0.25
edc3a96d-726f-471c-b416-baa37ca6be2f,0.39
63ef311a-e705-4a21-a779-26abd9e2d902,0.22
ec36137b-c627-4ef7-a10b-a70671783c96,0.29
cb0081b4-f3f7-40e6-8b2b-14f1d4a9ba55,0.34
edbb53fc-57c3-4b70-9ff7-e59697fb6cba,0.45
b21b32d8-e2de-41ad-86b0-2073076adb6f,0.43
35860ce7-919a-48bf-bce0-6dc92d52a01a,0.35
61966c9a-5c8f-4404-b01d-7e612211af5c,0.34
aad39cd3-8710-4d8d-a28f-f201e5c3d3c0,0.34
40b81add-4db1-4f2b-bab2-876d419a0cb2,0.51
e05da206-2a43-4c08-bd89-10ece64a3992,0.19
397be6c8-87e4-4697-ba38-18cb2eb9237f,0.32
90b73778-b220-452e-a807-a7361a3eecd7,0.32
3bbc94e5-b400-4533-b348-815ed354b207,0.38
67fc53f9-b8c9-435e-b719-2d3b0af1c232,0.23
50f5b8d6-4823-4901-8fd3-0ef470bffab0,0.43
d98a6b2b-4049-4847-8b62-d7893f25b033,0.2
94e9f75a-e378-4e58-88c1-80799cdc2e84,0.38
7d97e668-0bc5-42cd-8b19-7f659bd73876,0.38
26faa15a-449b-4d53-b46b-e5e6804ffa56,0.34
33d0767b-70b8-4ae9-8134-4ac42a955da1,0.33
9374b14c-032a-4257-8fbe-8486e605418c,0.3
43a585dd-7a45-4657-8357-15ae896a9d86,0.3
f87b9bee-1286-4f83-9189-34123005b646,0.36
a30453e4-da66-4bc5-aaca-491de7635068,0.14
b61020c5-2a94-4116-9494-bd29f004ac75,0.37
66fd6246-6344-4cb4-817a-8e73722948d3,0.37
ff9734d3-60a9-4b37-bc2f-27544748e52f,0.4
9a8282f6-4a73-4132-9ddb-44b0d182ae37,0.3
2898fba9-6257-4bf2-8aab-608fe6d86cb4,0.64
4fedbc27-957a-4969-b7eb-5ea616215342,0.3
b400adb2-60ad-4274-98ce-38f5d2de46e9,0.41
2429e5be-a9d7-4ba1-be27-5867da074f98,0.18
026a966a-d238-4ea0-afa8-8f6531105935,0.25
d0434e35-8674-48b2-9253-861dfe93abee,0.29
31802667-8f9e-47e3-a4d2-06caeb6164f8,0.17
5b019dd0-4e7f-400b-9539-3f2533110181,0.38
f01365e1-ac86-456f-a45c-428dbfead936,0.3
1896093e-3a18-40ce-8ab5-65136c7f80a9,0.2
52d2c39d-dcd7-4c16-b50f-cde8993efb1a,0.64
b7f9c46c-712d-44cc-8543-f124c1b49487,0.25
3ac547b4-565a-44e6-b9c1-dcb4938f0008,0.36
708a97ee-0345-42fe-8185-a17353c8d96a,0.18
ebac4e30-16ce-4fb1-a503-3baa89ae2789,0.18
124ae512-ebcb-4d7a-addd-1cf179372a71,0.23
1fd5a84a-5f7d-4f79-af64-6a27a0abb9b3,0.31
4eba9e33-effc-4091-8733-5b44eeafd400,0.27
82a70585-3cfc-4f68-9e9f-f196b910c372,0.27
7b926874-648a-4127-afcf-bfb8fe84068d,0.16
45d39d7c-730e-468d-9305-198a1de7cddd,0.45
727a1a13-850a-438e-b702-a465e98ac8c2,0.37
5fae66be-0683-49fc-af02-0972a95ff612,0.33
6006d0bd-39eb-4b88-9b1d-3eac8ef336e7,0.39
55ac80d7-fd6e-4277-8392-1f59de4b8870,0.21
12158b3b-fc8a-46a0-ba39-f83e67c3f273,0.23
2c32c4f4-fd28-491c-9f83-36554b4fd9d2,0.5
70a4c91c-ba12-4325-8b8b-24b8700071a7,0.41
7ddf4eeb-d9a3-4ee6-84b9-019933b08375,0.27
0042f06e-85e8-4e8b-9682-511d65441e5f,0.25
14a659bd-f86d-4d90-b8cd-5723851f8f34,0.44
364788ed-0463-4fbd-8eb1-3a86dee67754,0.34
8463703f-86d6-4b9b-8ed0-6016e5230ba1,0.37
e324e5ad-1f4f-456b-bcf8-16a3bdff038d,0.34
5acb77d0-f31b-4ccb-ba10-26476af50a1d,0.2
96070e4d-ef7f-45db-abd2-f846466b2a04,0.33
d5b4c2fc-f739-48e0-a9ed-ecf547af58e9,0.55
ba8733f3-a443-4d3f-97ef-26df88ab13cb,0.37
21cb50f3-cd7e-4d95-8a33-3fd81aab9796,0.21
6fcbcd0a-30a8-4279-9bc3-cf81325a5b39,0.35
5d4d6df8-f887-4f33-808a-65ed7aed7492,0.43
077774a1-ae8e-4186-97d1-b47b77f932c1,0.37
1b4ce5eb-b767-48a5-9bbd-073c65e8ebb7,0.38
34b54465-c68b-4589-b18a-ed0294b96bdb,0.26
677ce616-971e-44f3-a17f-98ad63d22fdd,0.22
c11274c7-fdea-48d6-9d20-1a9f25cb92ab,0.34
edf78b6c-2883-4d3a-abe6-602b404714b2,0.2
e2b3a1cd-101a-4928-9a27-95fbda529741,0.31
528c3716-dd20-4fd0-97f0-0c5f76ecc57f,0.38
c23464e7-dba1-4981-bbb5-f4d084020ffe,0.61
202000ca-3ef0-44dc-a4da-72a8a02682f9,0.42
2af57f56-0002-4349-83ed-b03360255368,0.32
99a14bce-b660-46cc-a35f-aac2c32a3f51,0.35
65033a70-aa4b-44b0-89be-217faffc6408,0.52
830a9614-e621-4af9-bc9c-73f4bb033edc,0.27
15ced593-40fc-4a2a-8646-4a4383528e3b,0.54
2ab5acb9-093b-4f2c-8fd8-6e295d9d5029,0.3
32b8e483-01cc-4f5f-8ec2-e73e283cbe62,0.3
47f1db4b-bcc7-42fd-abe0-89bdd5fb0769,0.31
64c88da1-77bf-43e7-ab51-749fd96b6d4e,0.38
db4210b3-d27c-4f35-bf5a-4d043c489f7d,0.29
e56ac1c5-f5cf-4ff2-b260-3e98a9ab3205,0.5
a05d8939-2e0f-4ba3-8c43-13d0c2caa250,0.22
0daf4e0f-ca1e-4df4-b09f-8597f38bebac,0.3
03ab7b4c-9e0e-42e6-bdef-36da206f66fa,0.2
0fb8d742-3a51-485e-ab32-11f548d3f70d,0.36
14c68d1d-94dc-4c79-98ff-39e13a43f921,0.21
12a32bb8-0b39-4f47-a81c-6ccf351bc685,0.29
bbf51587-8113-4a6b-a812-f0f45713bded,0.16
a45e23a5-0967-4da3-a6fa-f8a8ce72b181,0.22
bc64dadd-122e-4250-b583-d88741baf72e,0.22
40b67254-46c6-4666-8581-1db1d93f9034,0.3
fe1855cd-c5cb-4143-9e28-7386977497ae,0.3
2af90f50-bc71-42c2-bf6f-eb76b6f718b2,0.19
93823d8e-b8d9-4eb5-a66c-b378d2b24e65,0.66
8a1669c2-7917-4b4e-b5b8-e26be71be136,0.25
e8147373-4339-450c-b83c-2e2ae3916a2e,0.27
3ff24f8f-1131-434e-b105-285618280519,0.21
f8f44980-f14e-4084-a437-3884b7499374,0.46
48cd1026-2608-4c99-b0d3-a87c391460fd,0.3
edfd87af-f4b9-41a1-8c1c-0c7c02e2e947,0.27
486c6b37-0cb0-4455-9b65-ebb3f6d76205,0.46
8b62f7f4-57a0-405e-a483-01dc15744a0b,0.25
24778ea2-a02e-40e9-ab31-b3f516d3a985,0.19
61da1e40-35c4-49c7-9604-426138aabdaf,0.23
4665fb39-b5eb-4696-8ee0-3cdba37f973b,0.41
c47d9f06-a410-46bc-8ec6-8bf76a69fe08,0.54
16bfa9e5-865f-406d-8b62-c3ff4c60cab3,0.48
754c8df8-8841-4f37-99c4-ddef76494a56,0.42
d5a4154c-58c3-4652-97d7-96bc94557bcd,0.24
a8d457e8-fd43-4221-9b6f-8c1486a303a2,0.46
6b21b163-6d66-46ce-990a-7f995faf9a4c,0.29
7699cbaf-9868-4758-8455-19a1debe84bc,0.48
7d9b9509-e176-476f-9fc8-b92966fba040,0.52
5c977432-2617-4c31-8f0d-e694647bb496,0.45
faaf2a6b-dfe5-4267-a08d-58708acfd67f,0.4
3ed116b2-3be3-457b-bdb8-1355217c09bb,0.29
6ec7fa6d-fe6d-4729-aee2-ae77e2c33437,0.21
af6dc738-2650-468c-ba93-37a982c12864,0.39
c4d63066-2810-4352-9024-e2dcdf2b8472,0.3
4260f49d-9dbc-44c0-a6d3-1d163f9fb258,0.31
d9a08338-6cb7-4347-b622-b093aab1740e,0.4
62ca2af2-b229-4803-b794-43be6d61c775,0.27
8725c25f-86d1-479c-87c6-a9a64bc387e1,0.28
6cf1d6c9-0234-4cbb-9ecc-719d23602c44,0.24
5cea8984-11d0-4414-9b9c-cf2736a7e5a6,0.27
45922e58-d7f0-4018-bd64-259b14472614,0.46
d1a4b5e1-3a4e-4363-8f1b-e4e2ab9945ce,0.15
da894258-7c9c-4440-96c3-9a5fd6932edd,0.19
2fb867a5-af85-4df5-8ebf-84405c38da08,0.42
42d6c6fb-dba7-4a82-a740-58a106b7d75b,0.22
11f08c89-1b24-45e6-89fc-1b9269e42446,0.31
dfae8221-0f15-464c-bb4c-bce24157f657,0.33
f95b105b-4815-4f05-9a0b-0bff9806523f,0.35
1733b67b-c21e-4e22-8538-e431f56577fe,0.27
5d901e24-73c7-47d7-a0b4-366a00e8fe2e,0.22
1d96c253-b31a-4e78-807f-8b3205214fe8,0.34
f929c73a-b0d4-46fa-919d-fa19867f0f12,0.38
c3400bb9-2a9c-482f-991b-f7fd64b9ae66,0.47
485e18d5-e8b8-421a-8615-fa1053a0b831,0.33
3c61ce88-2b5d-475f-8a07-02133f213d31,0.36
749a11d8-aca4-490c-ac53-c6a5ba502ff9,0.33
55711b03-aa94-446e-895d-bbee76f1873d,0.42
e2ab8833-24f6-4804-952b-415f79a9b123,0.42
8144e4ab-e1bc-4cc4-bdec-3b17b55c5555,0.32
37db74db-6c6c-41ea-8822-93654d5c386c,0.43
5001fdef-4044-4ea8-ba2a-62eafe4e7224,0.36
b0e04957-7d64-40e1-bb6a-d36152953953,0.3
f1c090d1-8c9e-40b7-9a81-96b11c6db960,0.33
2e099ef0-0592-4877-960f-ad973f4a0d8f,0.44
0df8d5b2-794d-4d78-a1e9-9947bc4a7b19,0.3
c201939a-e80f-404d-8cc9-61c929100c51,0.39
597beb25-d229-4ea9-9dd9-76ed48a83a29,0.31
8813effb-a079-478f-a915-01ee4abc6eae,0.43
e39a8cfd-4f07-42e3-b93a-68449182ac01,0.47
e3034d2b-4dca-4e04-a3c7-9f4f244cb9ff,0.39
8bb00c8e-c171-4738-b01b-ade83ae4bb9c,0.28
1b7a759e-83ae-4013-8e8c-fcf3c9d53359,0.44
29b01c64-974c-488c-84ce-55e9ca44c38e,0.35
533a7a39-9c3b-4c46-86d3-5d618fbc3429,0.49
89eeb6e8-e551-4223-966d-4d8704d7fca7,0.24
3857fcc3-bd0d-4866-b256-098b58dc935c,0.21
5c7ce666-0420-40cb-860a-eafbbeeb5f00,0.2
62188ccd-f0c1-4af0-bb63-a068675798e2,0.29
fd3164bd-6c61-4404-912e-8c3d92930282,0.35
067c4180-1f43-4db6-b19c-abc0c1a0cc23,0.46
97849251-dcad-4f48-90a4-5f070e278f16,0.49
4217f48e-dbf4-4084-bb37-530ccdb5a320,0.21
7771dd9f-0636-4635-a987-aa6fa7edfc15,0.5
8b133266-d002-4245-9349-627685a46575,0.3
07b4250d-f426-4aa6-bd3f-a3c9e7fe5824,0.27
fa155398-edcd-45b6-862b-1f2140fda69f,0.25
e983bd8d-2511-408e-b3ec-c3828d141968,0.4
5a85d8af-08db-4af8-bc45-bd69c012ebd0,0.32
b6ae5092-c4b6-4e64-893e-8de09432dcff,0.42
273bb6b0-45b5-4721-a081-4715083f32ed,0.3
a365fed3-adf7-4a27-8813-25b8cde0a2e6,0.33
27e15b08-791b-4928-8d94-e2ca8aba9cce,0.34
0e51b8c0-83ca-48b3-a46c-f74a43d14861,0.25
804bf566-1cdb-44bd-ba50-24c44577eaa3,0.29
8cef803c-9794-42a5-add8-102c1b01a3c9,0.23
c8704d82-e7b6-466a-beaf-2c529905e849,0.52
9a8d45e0-898c-4ab9-b0ef-73bc7108ea84,0.34
6d709f02-917b-4b65-98c4-85a5deb53559,0.32
f999f2fa-2907-48fd-9d28-c0292f620721,0.47
78865420-4a5e-402c-99e4-3071b989d059,0.41
6dddd1a6-ef4b-4feb-a7bf-727eee07ce39,0.28
e5e3dd89-6c70-4a53-81eb-82f4a4a17cf5,0.26
aa6e5236-e8b4-4f5e-973a-fb0248377d49,0.35
ec55facd-750b-4f89-a87b-7d06dc342410,0.35
0a0176a0-b2cd-4f7f-88b9-0570c2c0dda9,0.42
3d9f505e-5ef3-4172-941e-0706f2bbe49b,0.42
ce63eac7-4294-4b0d-b60a-bb50d9298ad3,0.32
ff4525fe-4a70-4e4e-bafb-d212548de90c,0.5
9a6b640d-f808-491c-8f9d-2b33821d660f,0.68
8afdf785-b7ef-4ba9-97d4-8bc6e6a246d8,0.26
89be9d3d-715c-4f15-89df-fd94cd4da528,0.19
02077452-8f0a-4ed7-9735-0fb7409b5c86,0.66
e816e7d4-138a-4b2c-a763-2fa82b22766d,0.33
ff4ae7b9-ceeb-404b-ae6e-818c5282d029,0.25
d4f3c45e-3170-4dd7-97fa-e3165a78e9e4,0.48
870df069-d016-464e-b01b-9e87c4f06fa9,0.17
b8baa1d9-5d00-43ee-b078-976ba4838c28,0.43
176eef98-e3d9-4f1f-b6a6-5f31638d1a09,0.2
8bd91d8a-f4da-4afe-9cbc-4867a1fb055f,0.28
baf0c779-ea23-4a4c-a1ac-f7cc43faf24b,0.33
9a9a850d-dda3-4699-95e9-cd4e4d093400,0.21
b55d60b0-0515-4a1f-9a4a-504996fbf695,0.54
0bc8750a-0504-4ab2-9575-49766e36bc43,0.49
3625d499-0839-4e41-ad71-0b9094b9372f,0.39
0efc1a66-8776-4199-a661-04313560c3a8,0.17
4b1e3e33-99a9-4a7a-a893-6e62e5f40ef0,0.27
fd3652f7-46ad-4d06-a782-f964bf153b5e,0.14
ece4ffee-228e-4786-9c42-47e0529b4015,0.33
a7a7ccbb-6f76-4f29-8f7c-a00796afae92,0.41
450653e5-950b-4f80-94ad-208e077f8bdd,0.32
7ef8fc8c-ae5d-4bad-8ce9-b636316d2b29,0.62
3c3137fb-4827-4b82-a4e1-d2d0663eb74a,0.57
8952066c-7b60-43c2-93ca-467b48af0ec6,0.33
a7974d7e-82ff-410c-9fa8-306f96bc3dc9,0.25
5565dd9f-a645-417a-99ae-b30f1974a23a,0.45
e78dadab-1318-4810-b443-fe73a6bad3e8,0.37
5d09b564-0c88-453a-8a29-4adf0c3fdce2,0.32
518d9d0c-48ca-450f-93b2-98c6590acd92,0.33
3df814e6-8fe8-4364-90b3-5663dd853bc3,0.21
0ddd3df0-1123-4cf7-9901-8692fcaa92a8,0.27
86059fcc-6ef9-4acc-a159-2ba050177be8,0.3
615da0a7-7d8b-49b1-979c-8a7ce98b6336,0.38
65dfc65d-82da-4184-9492-634da7b4971f,0.28
7851b0d0-5e42-41cb-a24f-d9f532bd22a4,0.44
fc870faf-acaf-4433-bae8-661a1bb8d22a,0.56
6cfc7856-644a-4db1-843b-7795855fd73f,0.34
2dfa3e7f-eb4a-498e-a9ed-61829a0620e7,0.33
27f345a6-815c-44ac-bcc8-3cea4e5d59ef,0.23
b87735cb-68ee-4f79-9440-a08c21c20d95,0.54
34be5a0d-a609-4644-9576-c00d10e38c25,0.17
c22b1c31-fac8-4460-bf5b-4fe7175ec369,0.31
db001bf1-5c60-40d6-b77c-bdc6e9b8b6b9,0.39
0875805f-ec1d-4bb0-b2be-309f23b99096,0.23
8c2f23ef-4114-4616-b37d-7883e43cb5cb,0.29
7d321580-263d-408b-b990-29c6a63f607f,0.6
4bb2e88d-ece3-4e09-8406-8c0384d577f0,0.29
949cd1e4-55df-4db2-a4c4-ff39d0cb19cf,0.32
35ec6f66-f070-4c87-aa57-d00ef7371269,0.39
b4ae7e5e-4457-44ba-9b9f-7b17c7df7953,0.33
8535a6d1-2e4b-47ff-bdec-899d20ac3e7e,0.26
570547a7-2b0b-4c48-ad9b-b3220ff027cf,0.38
78ba76db-6871-4c2b-8c20-3b02739c3b64,0.36
ba184ab7-c35f-4e17-b788-78345ca02651,0.34
7d4a7eb8-6f9b-4126-86d9-22312e37fdfe,0.36
d736d547-0adc-4ab2-9b82-19179d04f290,0.32
ab5b455f-86c4-4c28-b9fe-4e1763934242,0.29
1f8bc7b0-8b2c-4226-a377-aa57b5c8cf0b,0.59
85cf2846-d016-4e0c-9258-cb69a5480ed9,0.26
cdfa7e90-d41e-4940-ab74-9aa276f1c1b3,0.29
369771b7-e1fd-450d-9ef1-45c49269e1c6,0.17
e7afedbb-9d2d-4c36-ac25-45a5ded0895b,0.53
b2a42e71-9c13-41e8-9efc-89a35b90b7ff,0.34
e6ac8712-3101-45c9-bf63-a98ca5790478,0.3
e317b59d-707e-47d6-964e-e5f3eb664416,0.4
41ab2928-1b48-49c0-b59c-a1f3416b4e53,0.39
6cdb474f-7656-474b-a043-9bccb40029e4,0.28
7c935f79-dd4d-4baa-b902-e87745f421cd,0.32
40c48f91-988b-446b-a860-84285bf69a02,0.35
782ea0f9-e0cd-47ae-8673-d8765c6ddefd,0.4
540f8727-0eb8-45b8-aa62-f8610679d733,0.31
d72cb013-e4d0-484e-ab2c-c141d499c161,0.32
83d72b8c-571c-4230-b626-fbe7eb7fac05,0.28
39d9a879-3ea8-4fe5-97dc-916be18f3be2,0.32
821801a7-370d-43b0-9eeb-dbcab8893109,0.32
1a23580e-a7aa-466e-90b2-4ec7e6f61cc7,0.26
52e869f3-0c39-461a-b3fa-39b4dd50f2b9,0.25
e278b78c-d3fb-4a6b-bcd8-d122e8bacd8d,0.23
22fcd30d-c19b-4f2c-a337-d8ab6710e9e8,0.19
1385fe69-092e-4c79-8b3f-555f9c0c5b2a,0.25
f20cbad2-4676-4eae-b2fe-a4e0e52bdf09,0.28
3e613301-7b1e-4fe1-9be4-1f6acb17fda3,0.45
17a68922-61c0-4e34-8abc-ca9d99f1c71f,0.33
4767325a-a817-4e8c-9d77-7f34f484a08b,0.41
acc49b0a-0c03-45f3-bd73-cf4500cd857c,0.53
be83b736-1e50-4e9b-a355-66f8692b5aa3,0.45
a9e60267-867c-44b9-8853-af1dfa690388,0.42
421bfef3-cbf6-4a38-a6f4-45e3312b1c11,0.56
dbc9ac65-5b52-4e92-adc6-d5f0d7d8f1c4,0.47
f92c5f87-4314-4410-aa9a-c9b5742716b4,0.56
fb1a6a16-e5b2-4a56-b2c9-aa43e2a930db,0.42
18a0a412-5262-4569-b535-ffac0c6a58fc,0.23
20e97ea5-f6da-4265-99d3-fb3ca9fbc394,0.3
4ca37ca6-bdcc-4664-8dfe-c0bb3567d7fd,0.2
a4b88f74-2fb4-4bab-8282-0b6d252103e5,0.26
c8ed6a2e-c4d6-42b4-b71c-d219498dda2e,0.34
0e5070f4-f3fb-43b9-a2d5-05a7e8fca3e1,0.33
c050e8c1-4d01-4818-960e-3a87ed630ae9,0.18
440b9a0c-668a-42a4-884f-c45a7fe742f2,0.5
0db06506-d5c9-4e6f-a763-c73498cac49d,0.27
62a9cf03-b463-4673-b5c5-0d0d77ffdf6e,0.27
97fed18c-86a0-46b7-b097-53368c6db678,0.49
d1508fe3-5a9e-49a8-a27e-6958a182e18d,0.36
c1c00f9c-58df-440d-a5d9-bdad1940e2b8,0.34
a673577e-1c7d-4275-96e7-46296d274073,0.43
cefeb7b9-0dd7-4d1a-bf51-0b3aac390114,0.49
753a34a3-1d12-4005-b811-21089f9d3cbb,0.31
593461f4-c762-4dd7-a307-a4a346b1396d,0.4
81149080-aabc-41c6-b5aa-78bfd8420be3,0.22
b90b0b14-4488-4dad-98cf-cc1a76c3c761,0.25
0e8d109d-07dc-4712-9563-dcacd6093571,0.32
b6596f43-21c0-4580-98ae-a667ab3bcff2,0.27
83d7144b-e534-4f94-a30c-066b3921b961,0.34
8b8dad87-965e-4810-be31-006da71a6ba2,0.22
4fc53c44-3349-4ba1-8247-ddae7381343f,0.26
18dd7973-0567-4149-acd3-46c58598daf2,0.46
57ebb498-4b8e-49f4-bd48-66f702f33645,0.41
22b40ea6-522b-4fb5-ae0a-f5a3eb503ee2,0.22
26e9c9e9-b90c-422d-aea8-37d17ed1c69a,0.28
bfe43657-459b-47d9-8c84-571f360b3090,0.33
4a0306b4-af16-4229-9d97-6a3019374e8e,0.32
26ac8f74-feaa-4830-9318-f9af3565773f,0.57
02f29db0-8486-4f3b-a3cf-c9891842da5e,0.23
5e3e8469-3544-471b-8322-8baf837be0ca,0.26
c70474ee-2280-4e56-b5ce-d7d6f95620c5,0.23
cd690d4c-810b-4b1e-b546-2a5d08ddaaa3,0.31
62a2cb87-6e00-4379-85ce-11e1a011f624,0.22
dfa1fe1a-d649-4609-92ca-6488d24c18d0,0.25
ac4c443b-8a94-45a0-9cba-b138dffcbf50,0.24
c74d2caf-ca43-41d6-90c2-c9d1ab99aa27,0.21
49b2bfb1-84e1-4c1c-8757-92edea5c0483,0.23
5234ee76-a753-441c-81d0-fa623b1e68d0,0.5
bf0bf6b8-2af9-47b5-bad2-73432794ada8,0.29
451f973e-694c-4d43-bb12-2d71c1e2f67c,0.54
1b1ddda7-e7a6-4b0d-995b-d8f127227d35,0.44
82214437-a40b-4999-bae6-a695feb062d1,0.64
28fbadc3-3066-4459-93e5-7923d6948df5,0.22
ae4356c8-0bfc-4b1d-aa49-db496f5edc15,0.24
954379bb-35d3-40b9-9df5-c316cbf0074e,0.42
18a3a546-f644-4c8f-b286-559e3273117b,0.37
84128292-dfe1-4ffb-af36-659b3c7db4e9,0.31
